C,C
DO,C
DO,DO
L,L
L,DO
U,U
L,L
C,C
DO,DO
DO,DO
C,C
DI,DI
DO,DO
DI,DI
DI,L
C,C
DO,L
C,C
DI,DO
C,C
C,C
DO,DO
C,C
DO,DO
C,C
L,L
L,L
DO,DO
C,C
T,T
DO,DO
DO,DO
C,C
C,C
L,L
L,L
DI,DI
T,C
C,C
DO,DO
L,L
L,L
C,C
DI,DI
C,C
C,C
C,C
DO,DO
C,C
C,C
DO,DO
T,T
C,C
C,C
L,DO
C,C
DI,DI
DO,DO
DO,DO
C,C
C,C
L,C
L,C
L,L
T,T
C,C
C,C
DO,DO
C,C
C,C
DO,DO
C,T
DI,DI
DO,DO
C,C
C,C
L,L
C,C
T,C
T,T
C,C
C,C
DI,DI
C,C
DI,DI
L,L
DI,DI
C,C
C,C
DO,U
DI,DI
C,C
DO,DO
C,C
DO,DO
L,L
DI,DI
L,L
L,L
DI,DI
C,C
DI,DI
DI,DI
T,C
DI,DI
L,L
C,C
C,C
DO,DO
DI,DI
C,C
T,T
DI,DI
DI,DI
C,C
C,C
C,C
DI,DI
C,C
C,C
L,L
T,T
DO,C
DI,DI
DO,DO
C,C
C,C
C,C
T,C
C,C
DO,C
DO,U
C,C
C,C
DO,DO
DO,DO
DI,DO
C,C
C,C
DI,DI
DO,DO
DI,DI
DO,DO
C,C
DO,L
DI,DI
DI,DI
C,C
C,C
L,L
DI,DI
DO,DO
DO,C
DO,DO
DO,DI
C,C
DO,C
DO,DO
L,L
DO,DO
C,C
C,C
DI,DI
C,C
C,C
C,C
C,C
C,C
C,C
L,DO
C,C
L,L
DI,DI
C,C
L,L
L,L
DO,DO
C,C
C,C
C,C
T,C
L,L
C,C
C,C
DO,DO
L,L
C,C
DI,DI
L,L
DO,DO
C,C
C,C
L,L
C,C
C,C
C,C
C,C
C,C
DI,DI
DO,DO
DI,DI
DI,DI
C,C
DI,DI
T,C
L,DO
DI,DI
C,C
DO,DO
DO,DO
L,L
DI,DI
DI,DI
C,C
DI,DI
C,C
DO,DO
L,L
C,C
C,C
DI,DI
L,L
C,C
DO,DO
L,L
C,C
L,L
C,C
L,L
C,C
C,C
DI,DI
DO,DO
DI,DI
C,C
DO,DO
DO,DO
C,C
C,C
C,C
DO,DO
C,C
C,C
DO,L
C,C
C,C
C,C
L,L
L,L
C,C
DO,DO
DO,DO
DO,DO
C,C
DO,DO
DO,DO
C,C
DO,C
DI,DI
C,C
C,C
L,L
L,L
C,DI
C,C
DI,DI
C,C
DI,DI
DO,L
C,C
C,C
DO,DO
C,C
DI,DI
DI,DI
DO,DO
DO,DO
C,C
C,C
C,C
L,L
C,C
C,C
L,L
C,C
C,C
T,T
T,T
DI,DI
L,L
C,C
T,T
C,C
L,L
DO,DO
T,T
L,L
DO,DO
DO,DO
C,C
T,T
C,C
DO,DI
DO,DO
C,C
C,C
T,C
C,C
L,L
C,C
DI,C
C,C
C,C
DO,U
DO,DO
DI,DI
C,C
T,T
C,C
DI,DI
T,T
C,C
DI,DI
DO,DO
C,C
T,T
C,C
C,C
DI,DI
L,L
DI,DI
DO,DO
DO,DO
L,L
DO,DO
L,DO
DI,DI
DO,DO
C,C
C,C
DI,DI
C,C
C,C
DO,DO
T,T
C,C
C,C
L,L
C,C
C,C
DO,DO
C,C
L,L
L,DO
DO,DO
DO,DO
T,T
C,C
DO,DO
DI,DI
C,C
L,L
T,T
C,C
DO,DO
C,C
DI,DI
DO,DO
C,C
C,C
DO,DO
DO,DO
T,T
DO,DO
C,C
DI,DI
DO,C
DO,DO
DI,DI
DI,DI
DO,DO
DO,DI
DI,DI
DO,DO
C,C
DO,DO
DI,DI
C,C
L,L
DO,DO
C,C
T,T
DO,DO
DO,DO
C,C
C,C
C,C
T,T
C,C
T,T
DO,DO
DI,DI
L,L
T,T
C,C
DO,L
T,T
DI,DI
DI,DI
T,T
T,C
C,C
C,C
C,C
C,C
T,T
C,C
DO,DO
C,C
L,L
DI,DI
DO,DO
C,C
T,T
C,C
L,L
C,C
C,C
C,C
T,T
C,C
DO,DO
DO,DO
C,C
DO,DO
DO,C
DI,DI
DO,DO
L,DO
DI,DI
C,C
C,C
DI,DI
DO,DO
DO,DO
DI,DI
C,C
L,L
C,C
C,C
DI,DI
L,L
L,L
L,DO
L,DO
C,C
C,C
DI,DI
DO,DO
DO,DO
C,C
C,C
DO,DO
C,C
DO,DO
DO,DO
DI,DI
L,L
DO,DO
C,C
C,C
C,C
l,L
C,C
DO,DO
DI,DI
C,C
DI,DI
DO,DO
C,C
C,C
L,L
C,C
DO,DO
DI,DI
C,C
C,C
C,C
L,L
C,C
DI,DI
C,C
C,C
C,C
C,C
DO,DO
L,L
DI,DI
C,C
DO,C
DI,DI
C,C
DI,DI
L,L
C,C
L,L
L,L
DI,DI
C,C
T,T
C,C
C,C
C,C
T,T
DI,DI
DO,DO
C,T
L,L
C,C
C,C
C,C
C,C
DI,DI
C,DO
DO,DO
C,C
C,DI
DI,DI
DO,C
L,L
L,L
DI,DI
DI,DI
DO,DO
C,C
C,C
L,L
C,C
DO,DO
C,C
DO,DO
C,C
C,C
C,C
C,C
C,C
DI,DI
DI,DI
DO,DO
C,L
C,C
C,C
C,C
DO,DO
DI,DI
C,C
DI,U
DI,DI
C,C
U,U
L,L
C,DO
DO,DO
C,C
C,C
DI,DI
L,L
DO,DO
DO,DO
C,C
C,C
L,L
C,C
C,C
